,0
0,-1.9998927899999999
1,-1.99969279
2,-1.99949279
3,-1.9992927899999997
4,-1.99909279
5,-1.99889279
6,-1.9986927899999998
7,-1.99849279
8,-1.9982927900000003
9,-1.9980927900000003
10,-1.9978927900000005
11,-1.99769279
12,-1.9974927900000004
13,-1.9972927900000002
14,-1.99709279
15,-1.9968927899999998
16,-1.99669279
17,-1.99649279
18,-1.9962927899999996
19,-1.9960927899999998
20,-1.9958927899999999
21,-1.9956927899999997
22,-1.99549279
23,-1.9952927900000001
24,-1.9950927900000004
25,-1.9948927900000006
26,-1.99469279
27,-1.9944927900000002
28,-1.9942927900000003
29,-1.9940927899999998
30,-1.9938927899999999
31,-1.9936927899999999
32,-1.99349279
33,-1.9932927899999995
34,-1.99309279
35,-1.9928927899999997
36,-1.9926927899999998
37,-1.99249279
38,-1.9922927900000003
39,-1.9920927900000005
40,-1.9918927900000005
41,-1.9916927900000003
42,-1.9914927900000001
43,-1.9912927900000001
44,-1.99109279
45,-1.99089279
46,-1.99069279
47,-1.99049279
48,-1.99029279
49,-1.9900927899999998
50,-1.9898927899999996
51,-1.9896927899999999
52,-1.98949279
53,-1.9892927900000001
54,-1.9890927900000004
55,-1.9888927900000004
56,-1.9886927900000004
57,-1.9884927900000002
58,-1.98829279
59,-1.9880927899999998
60,-1.9878927899999999
61,-1.9876927899999999
62,-1.98749279
63,-1.98729279
64,-1.9870927899999997
65,-1.98689279
66,-1.9866927899999998
67,-1.9864927899999998
68,-1.98629279
69,-1.9860927900000003
70,-1.9858927900000003
71,-1.9856927900000003
72,-1.9854927900000001
73,-1.9852927900000004
74,-1.9850927899999997
75,-1.98489279
76,-1.9846927899999998
77,-1.98449279
78,-1.98429279
79,-1.9840927899999996
80,-1.9838927899999999
81,-1.9836927899999997
82,-1.9834927899999997
83,-1.98329279
84,-1.9830927900000002
85,-1.9828927900000002
86,-1.9826927900000002
87,-1.98249279
88,-1.9822927900000002
89,-1.9820927900000003
90,-1.9818927899999998
91,-1.9816927899999999
92,-1.98149279
93,-1.98129279
94,-1.9810927899999995
95,-1.98089279
96,-1.9806927899999998
97,-1.9804927899999998
98,-1.98029279
99,-1.9800927900000003
100,-1.9798927900000005
101,-1.9796927900000003
102,-1.9794927900000003
103,-1.9792927900000001
104,-1.9790927900000002
105,-1.97889279
106,-1.97869279
107,-1.97849279
108,-1.9782927899999998
109,-1.97809279
110,-1.9778927899999998
111,-1.9776927899999996
112,-1.9774927899999997
113,-1.97729279
114,-1.9770927900000002
115,-1.9768927900000004
116,-1.9766927900000004
117,-1.9764927900000002
118,-1.9762927900000002
119,-1.97609279
120,-1.97589279
121,-1.9756927899999999
122,-1.9754927899999999
123,-1.9752927900000001
124,-1.97509279
125,-1.9748927899999997
126,-1.97469279
127,-1.97449279
128,-1.9742927899999998
129,-1.97409279
130,-1.9738927900000003
131,-1.9736927900000003
132,-1.9734927900000006
133,-1.9732927900000001
134,-1.9730927900000004
135,-1.97289279
136,-1.97269279
137,-1.9724927899999998
138,-1.97229279
139,-1.97209279
140,-1.9718927899999996
141,-1.9716927899999999
142,-1.9714927899999999
143,-1.9712927899999997
144,-1.97109279
145,-1.9708927900000002
146,-1.9706927900000002
147,-1.9704927900000004
148,-1.97029279
149,-1.9700927900000003
150,-1.9698927900000003
151,-1.9696927899999999
152,-1.9694927899999999
153,-1.96929279
154,-1.96909279
155,-1.9688927899999995
156,-1.9686927899999997
157,-1.9684927899999998
158,-1.9682927899999996
159,-1.96809279
160,-1.96789279
161,-1.9676927900000005
162,-1.9674927900000005
163,-1.9672927900000003
164,-1.9670927900000001
165,-1.9668927900000002
166,-1.96669279
167,-1.96649279
168,-1.96629279
169,-1.96609279
170,-1.9658927899999994
171,-1.9656927899999999
172,-1.9654927899999997
173,-1.96529279
174,-1.96509279
175,-1.9648927900000002
176,-1.9646927900000004
177,-1.9644927900000004
178,-1.9642927900000005
179,-1.96409279
180,-1.96389279
181,-1.9636927899999999
182,-1.9634927899999999
183,-1.96329279
184,-1.96309279
185,-1.96289279
186,-1.9626927899999997
187,-1.96249279
188,-1.9622927899999998
189,-1.9620927899999998
190,-1.96189279
191,-1.9616927900000003
192,-1.9614927900000003
193,-1.9612927900000003
194,-1.9610927900000001
195,-1.9608927900000004
196,-1.9606927899999997
197,-1.96049279
198,-1.9602927899999998
199,-1.96009279
200,-1.95989279
201,-1.9596927899999996
202,-1.9594927899999999
203,-1.9592927899999997
204,-1.9590927899999997
205,-1.95889279
206,-1.9586927900000002
207,-1.9584927900000002
208,-1.9582927900000002
209,-1.95809279
210,-1.9578927900000003
211,-1.9576927900000003
212,-1.9574927899999999
213,-1.9572927899999997
214,-1.95709279
215,-1.95689279
216,-1.9566927899999995
217,-1.9564927899999998
218,-1.9562927899999998
219,-1.9560927899999998
220,-1.95589279
221,-1.95569279
222,-1.9554927900000005
223,-1.9552927900000003
224,-1.9550927900000004
225,-1.9548927900000002
226,-1.9546927900000002
227,-1.95449279
228,-1.95429279
229,-1.95409279
230,-1.9538927899999998
231,-1.9536927899999994
232,-1.9534927899999999
233,-1.9532927899999997
234,-1.9530927899999997
235,-1.95289279
236,-1.9526927900000002
237,-1.9524927900000004
238,-1.9522927900000002
239,-1.9520927900000002
240,-1.95189279
241,-1.95169279
242,-1.95149279
243,-1.9512927899999999
244,-1.95109279
245,-1.9508927900000002
246,-1.95069279
247,-1.9504927899999998
248,-1.95029279
249,-1.9500927899999998
250,-1.9498927899999998
251,-1.94969279
252,-1.9494927900000003
253,-1.9492927900000003
254,-1.9490927900000006
255,-1.9488927900000002
256,-1.9486927900000004
257,-1.94849279
258,-1.94829279
259,-1.9480927899999998
260,-1.94789279
261,-1.9476927899999998
262,-1.9474927899999996
263,-1.9472927899999999
264,-1.94709279
265,-1.9468927899999997
266,-1.94669279
267,-1.9464927900000002
268,-1.9462927900000002
269,-1.9460927900000005
270,-1.94589279
271,-1.9456927900000003
272,-1.9454927900000003
273,-1.9452927899999999
274,-1.9450927899999997
275,-1.94489279
276,-1.94469279
277,-1.9444927899999995
278,-1.9442927899999998
279,-1.9440927899999998
280,-1.9438927899999996
281,-1.94369279
282,-1.94349279
283,-1.9432927900000005
284,-1.9430927900000006
285,-1.94289279
286,-1.9426927900000002
287,-1.9424927900000002
288,-1.94229279
289,-1.94209279
290,-1.94189279
291,-1.94169279
292,-1.9414927899999994
293,-1.9412927899999999
294,-1.9410927899999997
295,-1.9408927899999997
296,-1.94069279
297,-1.9404927900000002
298,-1.9402927900000004
299,-1.9400927900000005
300,-1.9398927900000005
301,-1.93969279
302,-1.93949279
303,-1.9392927899999999
304,-1.93909279
305,-1.93889279
306,-1.93869279
307,-1.93849279
308,-1.9382927899999998
309,-1.93809279
310,-1.9378927899999998
311,-1.9376927899999998
312,-1.93749279
313,-1.9372927900000003
314,-1.9370927900000003
315,-1.9368927900000004
316,-1.9366927900000002
317,-1.9364927900000004
318,-1.9362927899999998
319,-1.93609279
320,-1.9358927899999998
321,-1.93569279
322,-1.9354927899999999
323,-1.9352927899999997
324,-1.93509279
325,-1.9348927899999997
326,-1.9346927899999997
327,-1.93449279
328,-1.9342927900000002
329,-1.9340927900000002
330,-1.9338927900000003
331,-1.93369279
332,-1.9334927900000003
333,-1.9332927900000003
334,-1.93309279
335,-1.9328927899999997
336,-1.93269279
337,-1.93249279
338,-1.9322927899999995
339,-1.9320927899999998
340,-1.9318927899999996
341,-1.9316927899999996
342,-1.93149279
343,-1.93129279
344,-1.9310927900000006
345,-1.9308927900000004
346,-1.93069279
347,-1.9304927900000002
348,-1.9302927900000002
349,-1.93009279
350,-1.92989279
351,-1.92969279
352,-1.9294927899999998
353,-1.9292927899999994
354,-1.92909279
355,-1.9288927899999997
356,-1.9286927899999997
357,-1.92849279
358,-1.9282927900000002
359,-1.9280927900000004
360,-1.9278927900000002
361,-1.9276927900000003
362,-1.92749279
363,-1.92729279
364,-1.92709279
365,-1.92689279
366,-1.92669279
367,-1.9264927899999997
368,-1.92629279
369,-1.9260927899999998
370,-1.92589279
371,-1.9256927899999998
372,-1.9254927899999998
373,-1.92529279
374,-1.9250927900000003
375,-1.9248927900000004
376,-1.9246927900000002
377,-1.9244927900000002
378,-1.9242927900000004
379,-1.92409279
380,-1.9238927899999998
381,-1.9236927899999998
382,-1.92349279
383,-1.9232927899999999
384,-1.9230927899999997
385,-1.92289279
386,-1.92269279
387,-1.9224927899999997
388,-1.92229279
389,-1.9220927900000002
390,-1.9218927900000002
391,-1.9216927900000005
392,-1.92149279
393,-1.9212927900000003
394,-1.9210927900000003
395,-1.92089279
396,-1.9206927899999997
397,-1.92049279
398,-1.92029279
399,-1.9200927899999995
400,-1.9198927899999998
401,-1.9196927899999998
402,-1.9194927899999996
403,-1.91929279
404,-1.91909279
405,-1.9188927900000006
406,-1.9186927900000006
407,-1.91849279
408,-1.9182927900000002
409,-1.9180927900000002
410,-1.91789279
411,-1.91769279
412,-1.9174927899999998
413,-1.9172927899999999
414,-1.9170927899999994
415,-1.91689279
416,-1.9166927899999997
417,-1.9164927899999997
418,-1.91629279
419,-1.9160927900000002
420,-1.9158927900000005
421,-1.9156927900000005
422,-1.9154927900000005
423,-1.91529279
424,-1.91509279
425,-1.91489279
426,-1.91469279
427,-1.91449279
428,-1.91429279
429,-1.91409279
430,-1.9138927899999998
431,-1.9136927899999996
432,-1.9134927899999998
433,-1.9132927899999999
434,-1.91309279
435,-1.9128927900000003
436,-1.9126927900000004
437,-1.9124927900000004
438,-1.9122927900000002
439,-1.9120927900000004
440,-1.9118927899999998
441,-1.9116927899999998
442,-1.9114927899999998
443,-1.9112927899999999
444,-1.9110927899999999
445,-1.9108927899999997
446,-1.91069279
447,-1.9104927899999997
448,-1.9102927899999997
449,-1.91009279
450,-1.9098927900000002
451,-1.9096927900000003
452,-1.9094927900000003
453,-1.90929279
454,-1.9090927900000003
455,-1.9088927900000001
456,-1.90869279
457,-1.9084927899999997
458,-1.90829279
459,-1.90809279
460,-1.9078927899999996
461,-1.9076927899999998
462,-1.9074927899999996
463,-1.9072927899999996
464,-1.90709279
465,-1.9068927900000001
466,-1.9066927900000006
467,-1.9064927900000004
468,-1.90629279
469,-1.9060927900000002
470,-1.9058927900000002
471,-1.9056927899999998
472,-1.90549279
473,-1.9052927899999998
474,-1.9050927899999999
475,-1.9048927899999994
476,-1.90469279
477,-1.9044927899999997
478,-1.9042927899999997
479,-1.90409279
480,-1.9038927900000002
481,-1.9036927900000005
482,-1.9034927900000003
483,-1.9032927900000003
484,-1.90309279
485,-1.9028927900000001
486,-1.9026927900000001
487,-1.90249279
488,-1.90229279
489,-1.9020927899999998
490,-1.90189279
491,-1.9016927899999998
492,-1.9014927899999996
493,-1.9012927899999996
494,-1.9010927899999999
495,-1.90089279
496,-1.9006927900000004
497,-1.9004927900000004
498,-1.9002927900000002
499,-1.9000927900000002
500,-1.8998927900000004
501,-1.89969279
502,-1.8994927899999998
503,-1.8992927899999998
504,-1.89909279
505,-1.8988927899999999
506,-1.8986927899999997
507,-1.89849279
508,-1.89829279
509,-1.8980927899999998
510,-1.89789279
511,-1.8976927900000002
512,-1.8974927900000003
513,-1.8972927900000005
514,-1.89709279
515,-1.8968927900000003
516,-1.8966927900000001
517,-1.89649279
518,-1.8962927899999997
519,-1.89609279
520,-1.89589279
521,-1.8956927899999996
522,-1.8954927899999998
523,-1.8952927899999998
524,-1.8950927899999996
525,-1.8948927899999999
526,-1.8946927900000001
527,-1.8944927900000004
528,-1.8942927900000006
529,-1.89409279
530,-1.8938927900000002
531,-1.8936927900000002
532,-1.8934927899999998
533,-1.8932927899999998
534,-1.8930927899999999
535,-1.8928927899999999
536,-1.8926927899999995
537,-1.89249279
538,-1.8922927899999997
539,-1.8920927899999997
540,-1.89189279
541,-1.8916927900000002
542,-1.8914927900000005
543,-1.8912927900000005
544,-1.8910927900000005
545,-1.89089279
546,-1.8906927900000001
547,-1.89049279
548,-1.89029279
549,-1.89009279
550,-1.88989279
551,-1.88969279
552,-1.8894927899999998
553,-1.8892927899999996
554,-1.8890927899999999
555,-1.8888927899999999
556,-1.8886927900000001
557,-1.8884927900000004
558,-1.8882927900000004
559,-1.8880927900000004
560,-1.8878927900000002
561,-1.8876927900000005
562,-1.8874927899999998
563,-1.8872927899999998
564,-1.8870927899999999
565,-1.8868927899999999
566,-1.88669279
567,-1.8864927899999997
568,-1.88629279
569,-1.8860927899999997
570,-1.8858927899999998
571,-1.88569279
572,-1.8854927900000003
