,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
51,-1.9897958,-1.9896494,-1.9897133,-1.9897423,-1.9897449,-1.9896215,-1.9897334,-1.9897691,-1.9896363,-1.9897556,-1.9897172,-1.9896678,-1.9897424,-1.9897128,-1.9896269,-1.9897041,-1.9896209,-1.9897084,-1.9896555,-1.9896094,-1.9897938,-1.9897808,-1.9896915,-1.9897528,-1.9897118,-1.9897663,-1.9896631,-1.9896588,-1.9897377,-1.9896205
52,-1.9895958,-1.9894494,-1.9895133,-1.9895423,-1.9895449,-1.9894215,-1.9895334,-1.9895691,-1.9894363,-1.9895556,-1.9895172,-1.9894678,-1.9895424,-1.9895128,-1.9894269,-1.9895041,-1.9894209,-1.9895084,-1.9894555,-1.9894094,-1.9895938,-1.9895808,-1.9894915,-1.9895528,-1.9895118,-1.9895663,-1.9894631,-1.9894588,-1.9895377,-1.9894205
53,-1.9893958,-1.9892494,-1.9893133,-1.9893423,-1.9893449,-1.9892215,-1.9893334,-1.9893691,-1.9892363,-1.9893556,-1.9893172,-1.9892678,-1.9893424,-1.9893128,-1.9892269,-1.9893041,-1.9892209,-1.9893084,-1.9892555,-1.9892094,-1.9893938,-1.9893808,-1.9892915,-1.9893528,-1.9893118,-1.9893663,-1.9892631,-1.9892588,-1.9893377,-1.9892205
54,-1.9891958,-1.9890494,-1.9891133,-1.9891423,-1.9891449,-1.9890215,-1.9891334,-1.9891691,-1.9890363,-1.9891556,-1.9891172,-1.9890678,-1.9891424,-1.9891128,-1.9890269,-1.9891041,-1.9890209,-1.9891084,-1.9890555,-1.9890094,-1.9891938,-1.9891808,-1.9890915,-1.9891528,-1.9891118,-1.9891663,-1.9890631,-1.9890588,-1.9891377,-1.9890205
55,-1.9889958,-1.9888494,-1.9889133,-1.9889423,-1.9889449,-1.9888215,-1.9889334,-1.9889691,-1.9888363,-1.9889556,-1.9889172,-1.9888678,-1.9889424,-1.9889128,-1.9888269,-1.9889041,-1.9888209,-1.9889084,-1.9888555,-1.9888094,-1.9889938,-1.9889808,-1.9888915,-1.9889528,-1.9889118,-1.9889663,-1.9888631,-1.9888588,-1.9889377,-1.9888205
56,-1.9887958,-1.9886494,-1.9887133,-1.9887423,-1.9887449,-1.9886215,-1.9887334,-1.9887691,-1.9886363,-1.9887556,-1.9887172,-1.9886678,-1.9887424,-1.9887128,-1.9886269,-1.9887041,-1.9886209,-1.9887084,-1.9886555,-1.9886094,-1.9887938,-1.9887808,-1.9886915,-1.9887528,-1.9887118,-1.9887663,-1.9886631,-1.9886588,-1.9887377,-1.9886205
57,-1.9885958,-1.9884494,-1.9885133,-1.9885423,-1.9885449,-1.9884215,-1.9885334,-1.9885691,-1.9884363,-1.9885556,-1.9885172,-1.9884678,-1.9885424,-1.9885128,-1.9884269,-1.9885041,-1.9884209,-1.9885084,-1.9884555,-1.9884094,-1.9885938,-1.9885808,-1.9884915,-1.9885528,-1.9885118,-1.9885663,-1.9884631,-1.9884588,-1.9885377,-1.9884205
58,-1.9883958,-1.9882494,-1.9883133,-1.9883423,-1.9883449,-1.9882215,-1.9883334,-1.9883691,-1.9882363,-1.9883556,-1.9883172,-1.9882678,-1.9883424,-1.9883128,-1.9882269,-1.9883041,-1.9882209,-1.9883084,-1.9882555,-1.9882094,-1.9883938,-1.9883808,-1.9882915,-1.9883528,-1.9883118,-1.9883663,-1.9882631,-1.9882588,-1.9883377,-1.9882205
59,-1.9881958,-1.9880494,-1.9881133,-1.9881423,-1.9881449,-1.9880215,-1.9881334,-1.9881691,-1.9880363,-1.9881556,-1.9881172,-1.9880678,-1.9881424,-1.9881128,-1.9880269,-1.9881041,-1.9880209,-1.9881084,-1.9880555,-1.9880094,-1.9881938,-1.9881808,-1.9880915,-1.9881528,-1.9881118,-1.9881663,-1.9880631,-1.9880588,-1.9881377,-1.9880205
60,-1.9879958,-1.9878494,-1.9879133,-1.9879423,-1.9879449,-1.9878215,-1.9879334,-1.9879691,-1.9878363,-1.9879556,-1.9879172,-1.9878678,-1.9879424,-1.9879128,-1.9878269,-1.9879041,-1.9878209,-1.9879084,-1.9878555,-1.9878094,-1.9879938,-1.9879808,-1.9878915,-1.9879528,-1.9879118,-1.9879663,-1.9878631,-1.9878588,-1.9879377,-1.9878205
61,-1.9877958,-1.9876494,-1.9877133,-1.9877423,-1.9877449,-1.9876215,-1.9877334,-1.9877691,-1.9876363,-1.9877556,-1.9877172,-1.9876678,-1.9877424,-1.9877128,-1.9876269,-1.9877041,-1.9876209,-1.9877084,-1.9876555,-1.9876094,-1.9877938,-1.9877808,-1.9876915,-1.9877528,-1.9877118,-1.9877663,-1.9876631,-1.9876588,-1.9877377,-1.9876205
62,-1.9875958,-1.9874494,-1.9875133,-1.9875423,-1.9875449,-1.9874215,-1.9875334,-1.9875691,-1.9874363,-1.9875556,-1.9875172,-1.9874678,-1.9875424,-1.9875128,-1.9874269,-1.9875041,-1.9874209,-1.9875084,-1.9874555,-1.9874094,-1.9875938,-1.9875808,-1.9874915,-1.9875528,-1.9875118,-1.9875663,-1.9874631,-1.9874588,-1.9875377,-1.9874205
63,-1.9873958,-1.9872494,-1.9873133,-1.9873423,-1.9873449,-1.9872215,-1.9873334,-1.9873691,-1.9872363,-1.9873556,-1.9873172,-1.9872678,-1.9873424,-1.9873128,-1.9872269,-1.9873041,-1.9872209,-1.9873084,-1.9872555,-1.9872094,-1.9873938,-1.9873808,-1.9872915,-1.9873528,-1.9873118,-1.9873663,-1.9872631,-1.9872588,-1.9873377,-1.9872205
