LECROYWS42Xs,24809,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,17-Feb-2003 02:21:03,0                 
Time,Ampl
-0.00053335934,-0.10904
0.0014666407,-0.112944
0.0034666407,-0.113456
0.0054666407,-0.113584
0.0074666407,-0.113968
0.0094666407,-0.112624
0.011466641,-0.113136
0.013466641,-0.113904
0.015466641,-0.113904
0.017466641,-0.11352
0.019466641,-0.112368
0.021466641,-0.113136
0.023466641,-0.113456
0.025466641,-0.114352
0.027466641,-0.113328
0.029466641,-0.112816
0.031466641,-0.112944
0.033466641,-0.112368
0.035466641,-0.113072
0.037466641,-0.113712
0.039466641,-0.111728
0.041466641,-0.113072
0.043466641,-0.112816
0.045466641,-0.113456
0.047466641,-0.112816
0.049466641,-0.112624
0.051466641,-0.111984
0.053466641,-0.113584
0.055466641,-0.112944
0.057466641,-0.113072
0.059466641,-0.113264
0.061466641,-0.11352
0.063466641,-0.111664
0.065466641,-0.113392
0.067466641,-0.113968
0.069466641,-0.111856
0.071466641,-0.114352
0.073466641,-0.113392
0.075466641,-0.11384
0.077466641,-0.112368
0.079466641,-0.113456
0.081466641,-0.113904
0.083466641,-0.11288
0.085466641,-0.11256
0.087466641,-0.113264
0.089466641,-0.113904
0.091466641,-0.11384
0.093466641,-0.11224
0.095466641,-0.114224
0.097466641,-0.11256
0.099466641,-0.112688
0.10146664,-0.11416
0.10346664,-0.11384
0.10546664,-0.113328
0.10746664,-0.113328
0.10946664,-0.1132
0.11146664,-0.11448
0.11346664,-0.112688
0.11546664,-0.113072
0.11746664,-0.114288
0.11946664,-0.112816
0.12146664,-0.112112
0.12346664,-0.113776
0.12546664,-0.11384
0.12746664,-0.112112
0.12946664,-0.112752
0.13146664,-0.113776
0.13346664,-0.113328
0.13546664,-0.113456
0.13746664,-0.1132
0.13946664,-0.112624
0.14146664,-0.112944
0.14346664,-0.112112
0.14546664,-0.11288
0.14746664,-0.113328
0.14946664,-0.113328
0.15146664,-0.113136
0.15346664,-0.112368
0.15546664,-0.113456
0.15746664,-0.112816
0.15946664,-0.113456
0.16146664,-0.113776
0.16346664,-0.112688
0.16546664,-0.114096
0.16746664,-0.113072
0.16946664,-0.112112
0.17146664,-0.11352
0.17346664,-0.113456
0.17546664,-0.113264
0.17746664,-0.11224
0.17946664,-0.112624
0.18146664,-0.11288
0.18346664,-0.112368
0.18546664,-0.113008
0.18746664,-0.112048
0.18946664,-0.113264
0.19146664,-0.112368
0.19346664,-0.111984
0.19546664,-0.114032
0.19746664,-0.1116
0.19946664,-0.112752
0.20146664,-0.112816
0.20346664,-0.11352
0.20546664,-0.112688
0.20746664,-0.113968
0.20946664,-0.11256
0.21146664,-0.111856
0.21346664,-0.113008
0.21546664,-0.113712
0.21746664,-0.112944
0.21946664,-0.112176
0.22146664,-0.113584
0.22346664,-0.113392
0.22546664,-0.113584
0.22746664,-0.111984
0.22946664,-0.11288
0.23146664,-0.114224
0.23346664,-0.112432
0.23546664,-0.11288
0.23746664,-0.11224
0.23946664,-0.112176
0.24146664,-0.1132
0.24346664,-0.112816
0.24546664,-0.113008
0.24746664,-0.114288
0.24946664,-0.11288
0.25146664,-0.112304
0.25346664,-0.113392
0.25546664,-0.11448
0.25746664,-0.1132
0.25946664,-0.113264
0.26146664,-0.114416
0.26346664,-0.113136
0.26546664,-0.113968
0.26746664,-0.113328
0.26946664,-0.113136
0.27146664,-0.112176
0.27346664,-0.11416
0.27546664,-0.113392
0.27746664,-0.112752
0.27946664,-0.112176
0.28146664,-0.112176
0.28346664,-0.114032
