LECROYWS42Xs,24809,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,17-Feb-2003 02:30:03,0                 
Time,Ampl
-0.0010812644,-0.107952
0.00091873561,-0.112816
0.0029187356,-0.113584
0.0049187356,-0.111984
0.0069187356,-0.11288
0.0089187356,-0.113392
0.010918736,-0.113584
0.012918736,-0.11288
0.014918736,-0.11256
0.016918736,-0.112944
0.018918736,-0.114224
0.020918736,-0.112048
0.022918736,-0.111728
0.024918736,-0.11288
0.026918736,-0.113328
0.028918736,-0.113776
0.030918736,-0.11192
0.032918736,-0.112624
0.034918736,-0.114224
0.036918736,-0.113456
0.038918736,-0.113072
0.040918736,-0.1132
0.042918736,-0.11192
0.044918736,-0.112432
0.046918736,-0.11384
0.048918736,-0.113392
0.050918736,-0.112368
0.052918736,-0.113264
0.054918736,-0.113392
0.056918736,-0.11288
0.058918736,-0.113072
0.060918736,-0.112112
0.062918736,-0.112304
0.064918736,-0.11288
0.066918736,-0.112368
0.068918736,-0.113328
0.070918736,-0.112688
0.072918736,-0.112304
0.074918736,-0.112624
0.076918736,-0.114608
0.078918736,-0.113584
0.080918736,-0.112816
0.082918736,-0.113776
0.084918736,-0.113392
0.086918736,-0.11352
0.088918736,-0.113008
0.090918736,-0.113072
0.092918736,-0.113712
0.094918736,-0.113712
0.096918736,-0.11352
0.098918736,-0.112752
0.10091874,-0.113776
0.10291874,-0.1132
0.10491874,-0.11288
0.10691874,-0.113136
0.10891874,-0.112048
0.11091874,-0.113008
0.11291874,-0.112816
0.11491874,-0.111856
0.11691874,-0.113008
0.11891874,-0.112944
0.12091874,-0.11256
0.12291874,-0.112944
0.12491874,-0.113264
0.12691874,-0.113072
0.12891874,-0.113072
0.13091874,-0.112688
0.13291874,-0.113648
0.13491874,-0.112688
0.13691874,-0.114096
0.13891874,-0.112176
0.14091874,-0.113008
0.14291874,-0.113072
0.14491874,-0.112112
0.14691874,-0.114352
0.14891874,-0.112816
0.15091874,-0.112112
0.15291874,-0.112752
0.15491874,-0.113072
0.15691874,-0.111792
0.15891874,-0.1132
0.16091874,-0.113136
0.16291874,-0.112304
0.16491874,-0.113392
0.16691874,-0.112816
0.16891874,-0.112816
0.17091874,-0.11352
0.17291874,-0.11256
0.17491874,-0.111664
0.17691874,-0.114416
0.17891874,-0.112944
0.18091874,-0.112048
0.18291874,-0.113008
0.18491874,-0.113584
0.18691874,-0.113776
0.18891874,-0.113648
0.19091874,-0.112688
0.19291874,-0.112432
0.19491874,-0.113456
0.19691874,-0.113968
0.19891874,-0.11256
0.20091874,-0.113264
0.20291874,-0.111792
0.20491874,-0.113584
0.20691874,-0.113264
0.20891874,-0.111536
0.21091874,-0.113456
0.21291874,-0.11352
0.21491874,-0.111728
0.21691874,-0.112944
0.21891874,-0.113008
0.22091874,-0.113264
0.22291874,-0.11192
0.22491874,-0.112816
0.22691874,-0.112432
0.22891874,-0.113072
0.23091874,-0.113328
0.23291874,-0.112176
0.23491874,-0.113456
0.23691874,-0.114544
0.23891874,-0.113136
0.24091874,-0.11256
0.24291874,-0.114032
0.24491874,-0.113648
0.24691874,-0.113392
0.24891874,-0.112816
0.25091874,-0.112432
0.25291874,-0.113264
0.25491874,-0.11256
0.25691874,-0.113072
0.25891874,-0.1132
0.26091874,-0.113584
0.26291874,-0.112368
0.26491874,-0.113456
0.26691874,-0.112688
0.26891874,-0.112496
0.27091874,-0.113008
0.27291874,-0.112624
0.27491874,-0.113392
0.27691874,-0.113392
0.27891874,-0.113008
0.28091874,-0.113008
0.28291874,-0.113008
0.28491874,-0.113008
0.28691874,-0.113584
0.28891874,-0.112752
0.29091874,-0.111408
0.29291874,-0.112496
0.29491874,-0.114032
0.29691874,-0.11288
0.29891874,-0.111472
0.30091874,-0.11256
0.30291874,-0.113776
0.30491874,-0.112752
0.30691874,-0.112624
0.30891874,-0.111408
0.31091874,-0.113904
0.31291874,-0.112368
0.31491874,-0.112816
0.31691874,-0.112048
0.31891874,-0.113584
0.32091874,-0.113136
0.32291874,-0.111984
0.32491874,-0.113456
0.32691874,-0.113008
0.32891874,-0.113648
0.33091874,-0.112304
0.33291874,-0.112816
0.33491874,-0.113584
0.33691874,-0.112816
0.33891874,-0.112496
0.34091874,-0.112304
0.34291874,-0.111536
0.34491874,-0.113328
0.34691874,-0.113904
0.34891874,-0.113264
0.35091874,-0.11288
0.35291874,-0.113264
0.35491874,-0.114096
0.35691874,-0.112048
0.35891874,-0.112688
0.36091874,-0.112944
0.36291874,-0.113008
0.36491874,-0.111984
0.36691874,-0.112048
0.36891874,-0.113456
0.37091874,-0.112816
0.37291874,-0.112304
0.37491874,-0.113328
0.37691874,-0.113904
0.37891874,-0.112688
0.38091874,-0.112752
0.38291874,-0.11352
0.38491874,-0.112752
0.38691874,-0.113328
0.38891874,-0.113072
0.39091874,-0.112176
0.39291874,-0.113072
0.39491874,-0.113904
0.39691874,-0.111536
0.39891874,-0.111792
0.40091874,-0.113328
0.40291874,-0.113392
0.40491874,-0.113712
0.40691874,-0.11288
0.40891874,-0.11256
0.41091874,-0.112688
0.41291874,-0.113072
0.41491874,-0.112752
0.41691874,-0.113072
0.41891874,-0.113264
0.42091874,-0.113264
0.42291874,-0.112944
0.42491874,-0.112944
0.42691874,-0.112432
0.42891874,-0.113904
0.43091874,-0.112752
0.43291874,-0.111536
0.43491874,-0.11288
0.43691874,-0.113392
0.43891874,-0.112752
0.44091874,-0.111792
0.44291874,-0.112176
0.44491874,-0.114544
0.44691874,-0.112752
0.44891874,-0.11224
0.45091874,-0.111984
0.45291874,-0.113328
0.45491874,-0.1132
0.45691874,-0.112368
0.45891874,-0.112688
0.46091874,-0.113584
0.46291874,-0.112944
0.46491874,-0.114288
0.46691874,-0.113968
0.46891874,-0.113328
0.47091874,-0.112624
0.47291874,-0.113392
0.47491874,-0.11352
0.47691874,-0.113776
0.47891874,-0.113072
0.48091874,-0.112496
0.48291874,-0.11352
0.48491874,-0.111792
0.48691874,-0.113456
0.48891874,-0.113904
0.49091874,-0.111472
0.49291874,-0.112176
0.49491874,-0.113392
0.49691874,-0.112496
0.49891874,-0.112368
0.50091874,-0.112176
0.50291874,-0.113328
0.50491874,-0.11288
0.50691874,-0.112816
0.50891874,-0.112304
0.51091874,-0.113328
0.51291874,-0.112816
0.51491874,-0.113456
0.51691874,-0.11224
0.51891874,-0.1132
0.52091874,-0.112688
0.52291874,-0.112496
0.52491874,-0.112816
0.52691874,-0.11448
0.52891874,-0.1132
0.53091874,-0.112816
0.53291874,-0.112496
0.53491874,-0.113008
0.53691874,-0.113264
0.53891874,-0.112688
0.54091874,-0.11256
0.54291874,-0.113328
0.54491874,-0.113712
0.54691874,-0.113968
0.54891874,-0.113776
0.55091874,-0.111856
0.55291874,-0.113072
0.55491874,-0.113264
0.55691874,-0.112752
0.55891874,-0.112752
0.56091874,-0.111856
0.56291874,-0.1132
0.56491874,-0.112944
0.56691874,-0.113584
0.56891874,-0.112432
0.57091874,-0.113264
0.57291874,-0.11384
0.57491874,-0.111792
0.57691874,-0.113584
0.57891874,-0.1132
0.58091874,-0.11288
0.58291874,-0.112624
0.58491874,-0.113008
0.58691874,-0.113328
0.58891874,-0.113136
0.59091874,-0.110896
0.59291874,-0.112816
0.59491874,-0.11288
0.59691874,-0.113008
0.59891874,-0.11384
0.60091874,-0.111728
0.60291874,-0.113392
0.60491874,-0.113008
0.60691874,-0.113392
0.60891874,-0.113008
0.61091874,-0.111664
0.61291874,-0.113328
0.61491874,-0.112944
0.61691874,-0.112688
0.61891874,-0.112368
0.62091874,-0.111472
0.62291874,-0.1132
0.62491874,-0.113456
0.62691874,-0.112304
0.62891874,-0.112944
0.63091874,-0.11192
0.63291874,-0.11256
0.63491874,-0.111792
0.63691874,-0.114288
0.63891874,-0.113264
0.64091874,-0.113008
0.64291874,-0.112816
0.64491874,-0.112112
0.64691874,-0.114032
0.64891874,-0.113008
0.65091874,-0.113008
0.65291874,-0.114608
0.65491874,-0.113392
0.65691874,-0.112496
0.65891874,-0.113648
0.66091874,-0.112752
0.66291874,-0.112304
0.66491874,-0.112304
0.66691874,-0.113072
0.66891874,-0.112496
0.67091874,-0.113328
0.67291874,-0.113456
0.67491874,-0.112624
0.67691874,-0.113328
0.67891874,-0.113072
0.68091874,-0.11288
0.68291874,-0.113264
