x,result_minus_fin2ual_plus_offset
1.0579037386333348,-0.08603548767698557
1.0581037386333327,-0.086167715400922
1.0583037386333332,-0.08630018562853638
1.0585037386333322,-0.08643289879690362
1.0587037386333331,-0.08656585534225036
1.0589037386333335,-0.08669905569991429
1.0591037386333335,-0.08683250030431616
1.059303738633333,-0.08696618958892477
1.0595037386333335,-0.08710012398622413
1.0597037386333334,-0.0872343039276766
1.0599037386333332,-0.08736872984369085
1.060103738633333,-0.08750340216358617
1.060303738633333,-0.08763832131555671
1.0605037386333342,-0.0877734877266364
1.060703738633333,-0.08790890182265862
1.0609037386333333,-0.08804456402822883
1.0611037386333333,-0.08818047476667706
1.0613037386333342,-0.08831663446002766
1.061503738633333,-0.08845304352895594
1.0617037386333332,-0.08858970239275708
1.0619037386333328,-0.08872661146929953
1.0621037386333332,-0.08886377117499195
1.0623037386333334,-0.08900118192473949
1.0625037386333336,-0.08913884413190665
1.0627037386333336,-0.08927675820827546
1.062903738633333,-0.08941492456400527
1.0631037386333344,-0.08955334360759307
1.063303738633333,-0.08969201574582561
1.0635037386333324,-0.0898309413837475
1.0637037386333326,-0.08997012092461103
1.0639037386333343,-0.09010955476983579
1.064103738633333,-0.09024924331896142
1.0643037386333336,-0.09038918696961434
1.064503738633333,-0.09052938611745096
1.064703738633334,-0.09066984115612342
1.0649037386333338,-0.0908105524772257
1.0651037386333333,-0.09095152047025572
1.0653037386333328,-0.0910927455225655
1.0655037386333328,-0.0912342280193162
1.0657037386333332,-0.09137596834343048
1.0659037386333332,-0.09151796687554525
1.066103738633333,-0.09166022399396548
1.0663037386333334,-0.09180274007461599
1.066503738633335,-0.09194551549099202
1.0667037386333331,-0.09208855061410746
1.0669037386333327,-0.09223184581245551
1.0671037386333326,-0.09237540145194838
1.067303738633334,-0.09251921789587256
1.0675037386333328,-0.09266329550483353
1.0677037386333335,-0.09280763463671404
1.0679037386333332,-0.09295223564661177
1.0681037386333339,-0.09309709888679589
1.0683037386333336,-0.0932422247066489
1.0685037386333334,-0.09338761345261853
1.068703738633333,-0.09353326546816185
1.0689037386333329,-0.09367918109369322
1.069103738633334,-0.09382536066652966
1.0693037386333333,-0.093971804520834
1.0695037386333328,-0.09411851298756618
1.0697037386333332,-0.09426548639442356
1.069903738633335,-0.09441272506578596
1.070103738633333,-0.0945602293226559
1.0703037386333332,-0.09470799948261437
1.0705037386333323,-0.09485603585974872
1.0707037386333336,-0.09500433876460747
1.070903738633333,-0.09515290850413208
1.0711037386333335,-0.09530174538160925
1.071303738633333,-0.0954508496966042
1.0715037386333335,-0.09560022174490773
1.071703738633334,-0.09574986181847224
1.0719037386333328,-0.09589977020535345
1.0721037386333325,-0.09604994718965391
1.0723037386333332,-0.09620039305145749
1.072503738633334,-0.09635110806676997
1.072703738633333,-0.09650209250745692
1.0729037386333333,-0.0966533466411876
1.0731037386333333,-0.09680487073136432
1.0733037386333346,-0.09695666503706697
1.0735037386333328,-0.09710872981298274
1.0737037386333332,-0.09726106530935476
1.0739037386333328,-0.09741367177190494
1.0741037386333332,-0.0975665494417798
1.0743037386333336,-0.09771969855548066
1.0745037386333331,-0.09787311934480071
1.0747037386333331,-0.09802681203676172
1.0749037386333335,-0.09818077685354579
1.075103738633334,-0.09833501401243033
1.075303738633333,-0.09848952372572124
1.0755037386333328,-0.09864430620069001
1.0757037386333332,-0.09879936163950247
1.0759037386333343,-0.09895469023915311
1.076103738633333,-0.09911029219139514
1.0763037386333332,-0.0992661676826806
1.0765037386333332,-0.09942231689408187
1.0767037386333342,-0.0995787400012303
1.0769037386333333,-0.09973543717424108
1.0771037386333333,-0.09989240857765243
1.0773037386333333,-0.10004965437034825
1.0775037386333333,-0.10020717470549208
1.0777037386333337,-0.10036496973045635
1.0779037386333334,-0.10052303958675049
1.0781037386333332,-0.10068138440995286
1.0783037386333332,-0.10084000432963763
1.0785037386333345,-0.10099889946930479
1.0787037386333331,-0.10115806994630358
1.0789037386333327,-0.10131751587177071
1.0791037386333326,-0.10147723735054882
1.079303738633334,-0.1016372344811185
1.0795037386333328,-0.10179750735552054
1.0797037386333335,-0.10195805605929324
1.0799037386333328,-0.10211888067138677
1.0801037386333339,-0.10227998126410069
1.0803037386333336,-0.10244135790300003
1.0805037386333332,-0.10260301064684993
1.0807037386333334,-0.10276493954753779
1.0809037386333329,-0.10292714464999718
1.0811037386333338,-0.10308962599213785
1.0813037386333333,-0.10325238360476433
1.081503738633333,-0.10341541751150794
1.0817037386333332,-0.10357872772874746
1.0819037386333348,-0.10374231426553493
1.0821037386333332,-0.10390617712351535
1.0823037386333327,-0.10407031629686223
1.0825037386333327,-0.10423473177219067
1.0827037386333336,-0.10439942352848608
1.0829037386333331,-0.10456439153702483
1.0831037386333335,-0.10472963576130369
1.083303738633333,-0.10489515615695641
1.0835037386333335,-0.10506095267168308
1.0837037386333335,-0.10522702524516805
1.0839037386333332,-0.10539337380900668
1.0841037386333328,-0.10555999828662693
1.0843037386333332,-0.10572689859321335
1.0845037386333343,-0.10589407463562789
1.0847037386333334,-0.10606152631233146
1.084903738633333,-0.10622925351331314
1.0851037386333333,-0.10639725612000667
1.0853037386333344,-0.10656553400521394
1.0855037386333328,-0.10673408703302573
1.0857037386333332,-0.10690291505875316
1.0859037386333326,-0.10707201792883692
1.0861037386333332,-0.10724139548078093
1.0863037386333336,-0.1074110475430666
1.0865037386333334,-0.10758097393507944
1.0867037386333331,-0.1077511744670315
1.0869037386333336,-0.1079216489398828
1.0871037386333335,-0.10809239714526231
1.087303738633333,-0.10826341886539265
1.0875037386333328,-0.10843471387301239
1.087703738633333,-0.1086062819312976
1.0879037386333343,-0.10877812279378528
1.0881037386333328,-0.10895023620429159
1.0883037386333332,-0.10912262189684627
1.0885037386333336,-0.10929527959560209
1.0887037386333343,-0.1094682090147656
1.088903738633333,-0.10964140985851614
1.0891037386333333,-0.10981488182093666
1.0893037386333329,-0.10998862458592593
1.0895037386333333,-0.11016263782713191
1.0897037386333333,-0.11033692120786866
1.0899037386333332,-0.11051147438104467
1.0901037386333332,-0.1106862969890847
1.0903037386333336,-0.11086138866385527
1.0905037386333345,-0.11103674902658783
1.0907037386333327,-0.11121237768780166
1.0909037386333327,-0.1113882742472377
1.091103738633333,-0.11156443829377234
1.091303738633334,-0.11174086940534912
1.0915037386333328,-0.11191756714890087
1.0917037386333335,-0.11209453108028371
1.0919037386333332,-0.11227176074419179
1.0921037386333343,-0.11244925567409411
1.0923037386333332,-0.11262701539215209
1.0925037386333332,-0.11280503940915798
1.092703738633333,-0.11298332722445208
1.0929037386333333,-0.11316187832585704
1.0931037386333333,-0.11334069218960241
1.0933037386333333,-0.11351976828025642
1.0935037386333333,-0.11369910605065343
1.0937037386333337,-0.11387870494182427
1.0939037386333346,-0.11405856438292536
1.0941037386333328,-0.11423868379116683
1.0943037386333332,-0.11441906257175329
1.094503738633333,-0.11459970011780095
1.094703738633334,-0.11478059581028091
1.0949037386333327,-0.11496174901794198
1.0951037386333335,-0.11514315909725605
1.095303738633333,-0.11532482539233657
1.095503738633334,-0.11550674723488567
1.095703738633333,-0.11568892394411737
1.0959037386333332,-0.11587135482670358
1.0961037386333332,-0.11605403917670025
1.0963037386333332,-0.11623697627548894
1.0965037386333336,-0.11642016539171232
1.096703738633333,-0.11660360578120965
1.0969037386333333,-0.11678729668696017
1.0971037386333335,-0.11697123733901495
1.0973037386333346,-0.11715542695444213
1.0975037386333326,-0.11733986473725971
1.0977037386333333,-0.11752454987839037
1.0979037386333323,-0.11770948155558458
1.0981037386333337,-0.1178946589333795
1.0983037386333327,-0.11808008116302719
1.0985037386333336,-0.1182657473824535
1.0987037386333336,-0.11845165671618887
1.0989037386333336,-0.11863780827532322
1.0991037386333335,-0.11882420115744766
1.099303738633333,-0.11901083444660225
1.099503738633333,-0.11919770721322548
1.0997037386333333,-0.11938481851410042
1.0999037386333337,-0.11957216739230601
