,0,1
0,-1.9999006695833326,-0.04153174083333335
1,-1.9997006695833341,-0.04086510250000001
2,-1.9995006695833326,-0.03933182541666665
3,-1.9993006695833329,-0.04053178270833337
4,-1.9991006695833349,-0.03999846875000004
5,-1.9989006695833307,-0.040198449374999994
6,-1.9987006695833351,-0.039798467500000025
7,-1.9985006695833325,-0.041998386458333356
8,-1.9983006695833347,-0.039931801041666694
9,-1.9981006695833332,-0.040998432708333345
10,-1.9979006695833341,-0.04039844583333334
11,-1.9977006695833321,-0.04226504645833335
12,-1.9975006695833326,-0.04193172625000003
13,-1.9973006695833346,-0.04073178083333335
14,-1.9971006695833313,-0.038731865
15,-1.9969006695833356,-0.03919849854166666
16,-1.9967006695833331,-0.04179840895833334
17,-1.9965006695833345,-0.04026512250000001
18,-1.9963006695833327,-0.04079843104166671
19,-1.9961006695833337,-0.041731730416666675
20,-1.9959006695833326,-0.042798362291666676
21,-1.9957006695833326,-0.04293168187499999
22,-1.9955006695833342,-0.04306502000000003
23,-1.995300669583331,-0.04093175979166671
24,-1.9951006695833355,-0.04273169500000005
25,-1.994900669583332,-0.041131765833333375
26,-1.9947006695833345,-0.04186507000000001
27,-1.9945006695833327,-0.03946515562500002
28,-1.9943006695833334,-0.042865018124999994
29,-1.9941006695833328,-0.042531688333333324
30,-1.9939006695833317,-0.040731765833333315
31,-1.9937006695833344,-0.04233169875000002
32,-1.9935006695833315,-0.042398371250000025
33,-1.993300669583335,-0.04233170895833334
34,-1.993100669583333,-0.04233170937500005
35,-1.9929006695833342,-0.04153173666666667
36,-1.9927006695833325,-0.042465044166666695
37,-1.992500669583333,-0.04359833458333333
38,-1.992300669583334,-0.03973180833333335
39,-1.992100669583331,-0.04173172541666666
40,-1.9919006695833352,-0.042531697708333364
41,-1.9917006695833315,-0.04139840750000003
42,-1.991500669583335,-0.04119841729166665
43,-1.9913006695833328,-0.0423317191666667
44,-1.9911006695833346,-0.040598439375
45,-1.9909006695833324,-0.04126507604166666
46,-1.9907006695833325,-0.04173173312500002
47,-1.990500669583335,-0.043731655000000015
48,-1.9903006695833303,-0.04153173395833334
49,-1.9901006695833352,-0.04286502083333335
50,-1.989900669583332,-0.04199837333333333
51,-1.9897006695833344,-0.04073176937500001
52,-1.9895006695833328,-0.04333167458333335
53,-1.9893006695833337,-0.04386498729166669
54,-1.989100669583333,-0.04526492458333335
55,-1.988900669583333,-0.04253169916666668
56,-1.9887006695833347,-0.03979847270833337
57,-1.9885006695833312,-0.041398408125000036
58,-1.9883006695833354,-0.04013178833333335
59,-1.9881006695833323,-0.04146506812500001
60,-1.987900669583334,-0.04179839312500002
61,-1.9877006695833324,-0.04033179104166667
62,-1.9875006695833337,-0.04186504145833335
63,-1.987300669583333,-0.03873185020833333
64,-1.9871006695833318,-0.04326500375000001
65,-1.9869006695833344,-0.04159839645833333
66,-1.9867006695833311,-0.04286502062500002
67,-1.9865006695833358,-0.041065093541666695
68,-1.9863006695833332,-0.04126507770833334
69,-1.9861006695833345,-0.040998422291666656
70,-1.985900669583333,-0.04179839520833335
71,-1.9857006695833337,-0.03993178104166666
72,-1.9855006695833342,-0.04159839666666668
73,-1.9853006695833317,-0.04266502020833334
74,-1.9851006695833353,-0.04059842916666669
75,-1.9849006695833316,-0.04266502166666668
76,-1.9847006695833351,-0.04173173312500001
77,-1.9845006695833325,-0.03959847354166669
78,-1.9843006695833338,-0.03899851395833333
79,-1.9841006695833328,-0.04133173458333335
80,-1.9839006695833326,-0.042731691249999995
81,-1.9837006695833348,-0.040798436875000024
82,-1.9835006695833306,-0.03939847645833337
83,-1.983300669583335,-0.04093174416666668
84,-1.9831006695833324,-0.04033178958333337
85,-1.9829006695833347,-0.04313168000000002
86,-1.9827006695833336,-0.03933180395833334
87,-1.9825006695833343,-0.04119841333333334
88,-1.9823006695833325,-0.04079843437500003
89,-1.9821006695833328,-0.04133174479166667
90,-1.9819006695833348,-0.04206504770833332
91,-1.9817006695833312,-0.042598360000000016
92,-1.9815006695833355,-0.04166505791666668
93,-1.9813006695833328,-0.040331788541666684
94,-1.981100669583334,-0.042665029166666694
95,-1.9809006695833324,-0.04153172687499999
96,-1.9807006695833338,-0.04319834104166671
97,-1.9805006695833327,-0.04093177604166669
98,-1.980300669583333,-0.04219837437500003
99,-1.980100669583335,-0.03926516916666668
100,-1.9799006695833314,-0.042331711041666664
101,-1.9797006695833352,-0.04113174770833336
102,-1.9795006695833324,-0.042331698333333376
103,-1.9793006695833344,-0.041265086666666666
104,-1.9791006695833329,-0.039131824583333356
105,-1.9789006695833335,-0.042265043958333345
106,-1.9787006695833331,-0.04173172729166667
107,-1.978500669583332,-0.04113173520833336
108,-1.9783006695833345,-0.03999846020833335
109,-1.9781006695833314,-0.041531741458333306
110,-1.9779006695833352,-0.04013178562500002
111,-1.977700669583333,-0.04113175604166664
112,-1.9775006695833341,-0.041265088958333335
113,-1.9773006695833328,-0.04233170937500001
114,-1.9771006695833329,-0.03979846791666671
115,-1.9769006695833338,-0.03993179583333336
116,-1.9767006695833313,-0.03899851083333336
117,-1.9765006695833347,-0.04046511041666668
118,-1.9763006695833318,-0.040731774583333345
119,-1.9761006695833352,-0.03973179666666667
120,-1.9759006695833332,-0.04119841020833335
121,-1.9757006695833341,-0.03953182291666669
122,-1.9755006695833328,-0.039865128958333336
123,-1.9753006695833328,-0.039531828541666654
124,-1.9751006695833346,-0.042798357083333356
125,-1.9749006695833309,-0.039331826250000014
126,-1.9747006695833351,-0.03933181020833333
127,-1.9745006695833323,-0.040798430000000024
128,-1.9743006695833347,-0.03919849145833331
129,-1.9741006695833332,-0.03833186812499999
130,-1.9739006695833334,-0.040331787291666664
131,-1.973700669583333,-0.04039844729166664
132,-1.9735006695833333,-0.03966513854166667
133,-1.9733006695833346,-0.03899850791666667
134,-1.9731006695833313,-0.04053178604166666
135,-1.9729006695833353,-0.03899849437500001
136,-1.9727006695833327,-0.04033179541666666
137,-1.972500669583334,-0.03999845916666668
138,-1.9723006695833323,-0.03899850708333332
139,-1.9721006695833336,-0.03813186499999999
140,-1.9719006695833334,-0.03979847937499999
141,-1.9717006695833323,-0.040198459999999984
142,-1.9715006695833344,-0.03933182062500002
143,-1.9713006695833313,-0.03719856395833332
144,-1.9711006695833357,-0.040731764583333316
145,-1.9709006695833324,-0.04033178416666667
146,-1.9707006695833347,-0.04013180770833335
147,-1.9705006695833331,-0.03866517708333329
148,-1.9703006695833336,-0.03699858062499997
149,-1.9701006695833334,-0.04099843958333334
150,-1.969900669583332,-0.03839852916666667
151,-1.9697006695833355,-0.037398566875000004
152,-1.969500669583332,-0.03766521041666667
153,-1.9693006695833355,-0.03666524958333335
154,-1.9691006695833329,-0.03633193520833334
155,-1.9689006695833338,-0.03819853583333333
156,-1.9687006695833327,-0.0390651564583333
157,-1.9685006695833327,-0.036531931458333326
158,-1.968300669583334,-0.038198534583333346
159,-1.9681006695833305,-0.03926515083333333
160,-1.967900669583335,-0.03706523979166665
161,-1.9677006695833321,-0.03666526458333333
162,-1.9675006695833346,-0.03593194833333332
163,-1.9673006695833337,-0.03826520937499998
164,-1.9671006695833344,-0.038331855625
165,-1.9669006695833324,-0.036331931875000015
166,-1.9667006695833318,-0.039331836458333304
167,-1.9665006695833342,-0.038398521458333314
168,-1.966300669583331,-0.035665297499999984
169,-1.9661006695833352,-0.03526530916666663
170,-1.9659006695833325,-0.035865294375
171,-1.9657006695833343,-0.03659859333333333
172,-1.9655006695833328,-0.03626529145833332
173,-1.9653006695833333,-0.035465301875000015
174,-1.9651006695833328,-0.03553196916666666
175,-1.9649006695833326,-0.03553196520833332
176,-1.9647006695833347,-0.0341320225
177,-1.9645006695833316,-0.03426534416666666
178,-1.9643006695833352,-0.03386537312499998
179,-1.9641006695833332,-0.03646527833333333
180,-1.9639006695833343,-0.03573196041666668
181,-1.9637006695833328,-0.03713190604166664
182,-1.9635006695833337,-0.036531928958333335
183,-1.9633006695833328,-0.03333204875000001
184,-1.9631006695833322,-0.035065324791666665
185,-1.9629006695833346,-0.03573195458333332
186,-1.962700669583331,-0.036198602916666635
187,-1.9625006695833356,-0.034532005208333334
188,-1.9623006695833332,-0.03553196
189,-1.9621006695833343,-0.032798743750000005
190,-1.961900669583333,-0.03359871916666664
191,-1.961700669583333,-0.03453200979166667
192,-1.9615006695833337,-0.03399868854166666
193,-1.9613006695833313,-0.03239876166666667
194,-1.9611006695833346,-0.03619861999999999
195,-1.9609006695833318,-0.034598666249999986
196,-1.960700669583335,-0.03433201208333335
197,-1.9605006695833325,-0.033198724583333346
198,-1.960300669583334,-0.03399868812500002
199,-1.9601006695833327,-0.03499865645833332
200,-1.9599006695833328,-0.03519864020833332
201,-1.9597006695833348,-0.03339870458333332
202,-1.9595006695833308,-0.03179879250000001
203,-1.959300669583335,-0.035065324375000005
204,-1.9591006695833322,-0.033998693333333344
205,-1.9589006695833346,-0.03459866874999997
206,-1.958700669583333,-0.031932106041666665
207,-1.9585006695833338,-0.032598742291666684
208,-1.9583006695833327,-0.03366536583333333
209,-1.9581006695833323,-0.031398791458333346
210,-1.9579006695833348,-0.03213209375000001
211,-1.9577006695833314,-0.03453201187499999
212,-1.9575006695833352,-0.03253207916666666
213,-1.9573006695833328,-0.03513198479166667
214,-1.9571006695833342,-0.03206544416666668
215,-1.9569006695833324,-0.03313205625000001
216,-1.9567006695833333,-0.03199875520833337
217,-1.9565006695833336,-0.033598700833333356
218,-1.9563006695833323,-0.031132135625000015
219,-1.956100669583334,-0.03399868875
220,-1.955900669583331,-0.03359872166666666
221,-1.9557006695833357,-0.032398751875
222,-1.9555006695833326,-0.03299871729166668
223,-1.9553006695833346,-0.033132051666666676
224,-1.955100669583333,-0.032932066041666666
225,-1.9549006695833335,-0.032932073541666676
226,-1.9547006695833327,-0.03366537354166667
227,-1.9545006695833318,-0.034132020624999995
228,-1.954300669583335,-0.03106547333333335
229,-1.9541006695833312,-0.03413201458333334
230,-1.9539006695833359,-0.03426534041666666
231,-1.953700669583333,-0.03306539750000001
232,-1.9535006695833343,-0.030998816249999995
233,-1.9533006695833328,-0.03313206291666666
234,-1.9531006695833324,-0.031198797916666687
235,-1.9529006695833337,-0.032665422083333326
236,-1.9527006695833307,-0.032732062500000006
237,-1.952500669583335,-0.032465416041666674
238,-1.9523006695833325,-0.031532117083333325
239,-1.9521006695833354,-0.03433201041666665
240,-1.9519006695833339,-0.032332093124999996
241,-1.9517006695833345,-0.03246542229166666
242,-1.9515006695833326,-0.03306539375000002
243,-1.951300669583332,-0.03239874520833333
244,-1.9511006695833346,-0.031465458125000005
245,-1.9509006695833304,-0.033198731250000016
246,-1.9507006695833353,-0.032598735416666705
247,-1.950500669583332,-0.031598779791666656
248,-1.9503006695833347,-0.032398743958333344
249,-1.950100669583333,-0.031798782708333355
250,-1.9499006695833334,-0.031532122291666666
251,-1.949700669583333,-0.033132063333333336
252,-1.9495006695833326,-0.03093213687500001
253,-1.9493006695833346,-0.030532166666666652
254,-1.949100669583331,-0.031398796458333336
255,-1.948900669583335,-0.03253207916666668
256,-1.948700669583333,-0.03226542562499999
257,-1.9485006695833345,-0.03059882895833333
258,-1.9483006695833323,-0.03179876104166666
259,-1.9481006695833336,-0.03146546020833332
260,-1.947900669583333,-0.030998807916666656
261,-1.9477006695833317,-0.030465497708333324
262,-1.9475006695833346,-0.029132201041666674
263,-1.947300669583331,-0.029865508125
264,-1.9471006695833357,-0.02959884958333332
265,-1.9469006695833333,-0.03239876249999998
266,-1.9467006695833347,-0.031065482083333342
267,-1.946500669583333,-0.031465457916666675
268,-1.9463006695833331,-0.03099880791666666
269,-1.9461006695833338,-0.030598823125000008
270,-1.9459006695833314,-0.03033216270833334
271,-1.9457006695833348,-0.03253208666666667
272,-1.9455006695833317,-0.029932188958333335
273,-1.9453006695833353,-0.03019884999999999
274,-1.9451006695833324,-0.028798899166666676
275,-1.9449006695833342,-0.028132246666666694
276,-1.9447006695833327,-0.030265509374999985
277,-1.944500669583333,-0.03039884062500001
278,-1.9443006695833347,-0.031132137083333327
279,-1.944100669583331,-0.03053215770833334
280,-1.9439006695833352,-0.030465511249999997
281,-1.9437006695833325,-0.029132208124999986
282,-1.943500669583335,-0.028065594166666655
283,-1.9433006695833333,-0.030065517499999996
284,-1.943100669583334,-0.030265513958333327
285,-1.9429006695833324,-0.02946554166666666
286,-1.9427006695833324,-0.030132186875000008
287,-1.9425006695833347,-0.029598869583333322
288,-1.9423006695833314,-0.02746561687499999
289,-1.9421006695833356,-0.02986551666666666
290,-1.9419006695833334,-0.029398878333333323
291,-1.9417006695833348,-0.028065602291666672
292,-1.9415006695833328,-0.029998859374999978
293,-1.9413006695833337,-0.028932224999999995
294,-1.9411006695833326,-0.028932224999999985
295,-1.9409006695833324,-0.030998804583333314
296,-1.940700669583334,-0.029398875208333338
297,-1.9405006695833307,-0.028465575208333312
298,-1.9403006695833358,-0.027532267916666655
299,-1.9401006695833327,-0.028665565833333337
300,-1.9399006695833347,-0.029132211875000015
301,-1.9397006695833332,-0.029532207499999994
302,-1.9395006695833332,-0.02873222458333333
303,-1.9393006695833324,-0.028865572499999978
304,-1.9391006695833317,-0.026532305624999995
305,-1.9389006695833342,-0.027265615624999993
306,-1.9387006695833315,-0.028465576041666663
307,-1.9385006695833356,-0.027932262708333325
308,-1.9383006695833331,-0.027865599375
309,-1.9381006695833343,-0.02633233062500002
310,-1.9379006695833332,-0.027532275625000005
311,-1.9377006695833325,-0.026865633750000006
312,-1.937500669583334,-0.027665611250000003
313,-1.9373006695833306,-0.026998965833333336
314,-1.937100669583335,-0.025999010208333336
315,-1.936900669583332,-0.02659898645833331
316,-1.9367006695833355,-0.026398985416666684
317,-1.9365006695833336,-0.025332351249999992
318,-1.9363006695833345,-0.026798972083333338
319,-1.9361006695833327,-0.026998958333333326
320,-1.935900669583332,-0.02613233145833332
321,-1.9357006695833348,-0.02633232104166667
322,-1.9355006695833301,-0.026065670208333343
323,-1.935300669583335,-0.027665603958333333
324,-1.9351006695833324,-0.026132335416666652
325,-1.9349006695833348,-0.027598942291666664
326,-1.9347006695833329,-0.02599899312499999
327,-1.9345006695833336,-0.02499904395833333
328,-1.934300669583333,-0.02726560458333334
329,-1.9341006695833323,-0.025065709999999988
330,-1.9339006695833347,-0.024265742083333323
331,-1.933700669583331,-0.025532356875000002
332,-1.9335006695833354,-0.025932334166666675
333,-1.933300669583333,-0.02286580125
334,-1.9331006695833346,-0.026065665624999998
335,-1.932900669583332,-0.02513235791666665
336,-1.9327006695833335,-0.02546568520833332
337,-1.932500669583333,-0.027732258333333315
338,-1.9323006695833318,-0.02446572812499999
339,-1.9321006695833343,-0.02526569895833332
340,-1.9319006695833312,-0.027732263958333326
341,-1.931700669583336,-0.027532270208333317
342,-1.9315006695833334,-0.024932381874999972
343,-1.9313006695833346,-0.026065662708333322
344,-1.9311006695833328,-0.025932333124999978
345,-1.9309006695833333,-0.023599093749999984
346,-1.9307006695833335,-0.02533235499999999
347,-1.9305006695833316,-0.023865740416666635
348,-1.9303006695833351,-0.023932415624999988
349,-1.930100669583332,-0.025065698749999987
350,-1.9299006695833356,-0.02399907562499999
351,-1.9297006695833328,-0.025865672916666655
352,-1.9295006695833339,-0.024199059166666658
353,-1.9293006695833326,-0.023999086874999995
354,-1.9291006695833326,-0.02399908374999998
355,-1.9289006695833346,-0.026932299791666683
356,-1.9287006695833304,-0.02479904208333331
357,-1.928500669583335,-0.023665752499999984
358,-1.928300669583333,-0.024199060624999987
359,-1.9281006695833354,-0.024332397708333325
360,-1.9279006695833334,-0.024932384999999998
361,-1.9277006695833339,-0.024865715208333326
362,-1.9275006695833325,-0.022532467499999997
363,-1.9273006695833323,-0.02339910416666667
364,-1.9271006695833346,-0.02413241625
365,-1.926900669583331,-0.02373241583333332
366,-1.9267006695833355,-0.02099919125
367,-1.9265006695833333,-0.022465797291666666
368,-1.9263006695833347,-0.02259913187499999
369,-1.9261006695833325,-0.024065746666666655
370,-1.9259006695833338,-0.02193249333333334
371,-1.9257006695833325,-0.022732459166666653
372,-1.9255006695833325,-0.022732467499999996
373,-1.9253006695833343,-0.02273245666666668
374,-1.925100669583331,-0.022665790208333314
375,-1.924900669583336,-0.024132404583333333
376,-1.924700669583333,-0.023865740625
377,-1.9245006695833344,-0.022465806874999994
378,-1.924300669583333,-0.021065854583333335
