x,y_zeroed,y_bestfit
9.933041666720932e-05,-0.030556568030254534,0.0
0.00029933041666607707,-0.029888780381110938,0.0
0.0004993304166671653,-0.028354353981967235,0.0
0.0006993304166671432,-0.029553161957823634,0.0
0.0008993304166651228,-0.029018698683680053,0.0
0.0010993304166690976,-0.029217529992869633,0.0
0.0012993304166648567,-0.028816398802059454,0.0
0.0014993304166674992,-0.031015168444582443,0.0
0.0016993304166652567,-0.028947433712105453,0.0
0.0018993304166672331,-0.030012916062961848,0.0
0.002099330416666101,-0.02941177987215156,0.0
0.0022993304166680772,-0.03127723118134125,0.0
0.002499330416667167,-0.030942761657197653,0.0
0.0026993304166655907,-0.02974166692472066,0.0
0.0028993304166684553,-0.027740601775577044,0.0
0.0030993304166639923,-0.028206086001433373,0.0
0.003299330416667301,-0.030804847102289753,0.0
0.0034993304166655026,-0.029270411328146166,0.0
0.003699330416667257,-0.02980257055400256,0.0
0.0038993304166663467,-0.030734720613192164,0.0
0.004099330416667213,-0.03180020317238186,0.0
0.004299330416667191,-0.03193237343990486,0.0
0.0044993304166656145,-0.03206456224909468,0.0
0.004699330416668923,-0.02993015272495106,0.0
0.00489933041666446,-0.031728938617474084,0.0
0.005099330416667991,-0.03012786013499706,0.0
0.005299330416665526,-0.03086001498585348,0.0
0.005499330416667281,-0.02845895129504317,0.0
0.005699330416666815,-0.03185766447923277,0.0
0.005899330416667237,-0.03152318537175588,0.0
0.006099330416668103,-0.029722113555945572,0.0
0.006299330416665638,-0.03132089715680199,0.0
0.006499330416668503,-0.03138642034099167,0.0
0.006699330416664928,-0.03131860873351469,0.0
0.0068993304166669045,-0.031317459834371085,0.0
0.00709933041666555,-0.03051633781022739,0.0
0.007299330416667527,-0.03144849599441708,0.0
0.0074993304166670605,-0.03258063709527349,0.0
0.007699330416665928,-0.028712961529463194,0.0
0.007899330416669015,-0.03071172929698618,0.0
0.008099330416664774,-0.03151055227284261,0.0
0.008299330416668305,-0.030376112748698985,0.0
0.008499330416664952,-0.03017497322455531,0.0
0.00869933041666715,-0.031307125783745095,0.0
0.008899330416665574,-0.02957269667626811,0.0
0.00909933041666755,-0.030238184027124394,0.0
0.009299330416667528,-0.030703691794647502,0.0
0.009499330416665064,-0.03270246435383722,0.0
0.009699330416669705,-0.03050139399636019,0.0
0.009899330416664798,-0.031833531555549924,0.0
0.010099330416668106,-0.030965734739739598,0.0
0.010299330416665642,-0.029697981465596015,0.0
0.010499330416667174,-0.03229673735811901,0.0
0.010699330416666486,-0.032828900750642015,0.0
0.010899330416666908,-0.034227688726498416,0.0
0.011099330416667108,-0.031493313994021416,0.0
0.01129933041666531,-0.02875893821987783,0.0
0.01149933041666884,-0.03035772432073421,0.0
0.011699330416664377,-0.029089955213257235,0.0
0.011899330416667686,-0.030422085689113615,0.0
0.01209933041666611,-0.030754261373303327,0.0
0.012299330416667642,-0.02928650997415962,0.0
0.01249933041666651,-0.03081861107501603,0.0
0.012699330416666932,-0.02768427050920573,0.0
0.01289933041666802,-0.032216274735062125,0.0
0.013099330416665556,-0.030548518127585134,0.0
0.013299330416668864,-0.03181399297844152,0.0
0.013499330416663957,-0.030012916579297846,0.0
0.013699330416667266,-0.030211751430154234,0.0
0.01389933041666569,-0.02994394669767724,0.0
0.014099330416667,-0.030742770298533634,0.0
0.014299330416666312,-0.02887500681605664,0.0
0.014499330416665623,-0.030540473125246347,0.0
0.014699330416668044,-0.03160594735110274,0.0
0.014899330416664469,-0.029538206993625762,0.0
0.015099330416668,-0.03160365017781544,0.0
0.01529933041666487,-0.030669212320338562,0.0
0.015499330416667512,-0.028534803421194847,0.0
0.01569933041666638,-0.02793369452205125,0.0
0.015899330416667246,-0.03026576583124095,0.0
0.016099330416667224,-0.03166457318209725,0.0
0.016299330416665203,-0.029730169491287067,0.0
0.016499330416669622,-0.02832905975881004,0.0
0.016699330416664937,-0.029861178151333073,0.0
0.01689933041666758,-0.029260074252189454,0.0
0.017099330416665115,-0.03205881535304587,0.0
0.017299330416666425,-0.028257789995568865,0.0
0.017499330416665515,-0.030123250054758573,0.0
0.01769933041666749,-0.02972212178061496,0.0
0.017899330416667247,-0.03025428288147126,0.0
0.018099330416665227,-0.03098643648232768,0.0
0.018299330416668758,-0.03151859945818406,0.0
0.018499330416664295,-0.03058414805904039,0.0
0.01869933041666716,-0.029249729368230074,0.0
0.018899330416666027,-0.03158182067741978,0.0
0.01909933041666756,-0.03044736906994277,0.0
0.019299330416666427,-0.03211283392079928,0.0
0.019499330416667293,-0.029845119604988875,0.0
0.01969933041666705,-0.031110568622511978,0.0
0.01989933041666503,-0.02817621409836829,0.0
0.020099330416668337,-0.03124160665755798,0.0
0.020299330416664763,-0.030040494008414395,0.0
0.020499330416667627,-0.031239295317604082,0.0
0.020699330416665607,-0.0301715343351271,0.0
0.02089933041666714,-0.02803712293598349,0.0
0.021099330416666895,-0.031169192995173185,0.0
0.021299330416667095,-0.030634727012696185,0.0
0.02149933041666796,-0.030033585613552585,0.0
0.021699330416665497,-0.028899161297742303,0.0
0.02189933041666836,-0.030431293231931986,0.0
0.022099330416664786,-0.029030188082788407,0.0
0.022299330416666985,-0.0300290091836447,0.0
0.022499330416666075,-0.030161192784501106,0.0
0.022699330416667163,-0.031226663885357497,0.0
0.02289933041666714,-0.0286922731112139,0.0
0.023099330416666453,-0.028824451712070202,0.0
0.02329933041666843,-0.027890017396259896,0.0
0.0234993304166653,-0.02935546766378292,0.0
0.02369933041666794,-0.0296209825146393,0.0
0.02389933041666481,-0.02861985528216232,0.0
0.02409933041666723,-0.03008531950801871,0.0
0.0242993304166661,-0.028417582900541714,0.0
0.024499330416667187,-0.028749739626398117,0.0
0.024699330416667165,-0.028415289893921114,0.0
0.024899330416665588,-0.03168066911977753,0.0
0.02509933041666912,-0.028212988970633908,0.0
0.025299330416664878,-0.028211823613156932,0.0
0.02549933041666752,-0.029677294089013317,0.0
0.025699330416665278,-0.02807620623153633,0.0
0.025899330416667254,-0.02720843358239262,0.0
0.02609933041666679,-0.029207203433249028,0.0
0.02629933041666699,-0.029272714117438724,0.0
